read_id	category	expect	expect_detail	read_len	source
40fb3009-c986-4102-b4f7-1b051101fce0	human_high_identity	masked_fully	no organism accounts for any base	597	GIAB HG002 GM24385_1
09cc07c1-2d86-43fa-b49d-ccc091d1002c	human_high_identity	masked_fully	no organism accounts for any base	10278	GIAB HG002 GM24385_1
c26f0297-9a90-4f03-bf4d-47b9ffaa350e	human_high_identity	masked_fully	no organism accounts for any base	1535	GIAB HG002 GM24385_1
3150c19a-adf5-4cec-ba5a-93ae9454a9ac	human_high_identity	masked_fully	no organism accounts for any base	1818	GIAB HG002 GM24385_1
bbc47ec7-db5c-4b61-92e1-b7cc1bcec612	human_high_identity	masked_fully	no organism accounts for any base	10519	GIAB HG002 GM24385_1
52c12771-7d62-421c-97b4-130beae83c9d	human_high_identity	masked_fully	no organism accounts for any base	2263	GIAB HG002 GM24385_1
50abd1f2-ae75-4889-93aa-c4b053caafeb	human_high_identity	masked_fully	no organism accounts for any base	2046	GIAB HG002 GM24385_1
ee53a3ef-7af6-4629-8153-ec2af2801a31	human_high_identity	masked_fully	no organism accounts for any base	4151	GIAB HG002 GM24385_1
4a260e20-eb82-475c-8dbe-1de616a2f116	human_high_identity	masked_fully	no organism accounts for any base	2219	GIAB HG002 GM24385_1
fc7d8aaf-f247-4dce-979b-79fce01b076c	human_high_identity	masked_fully	no organism accounts for any base	4103	GIAB HG002 GM24385_1
c27610b1-a99f-4214-8b64-2bc5458fd9cf	human_high_identity	masked_fully	no organism accounts for any base	10935	GIAB HG002 GM24385_1
1373e0d8-ac1f-436d-addc-099bdd9127d3	human_high_identity	masked_fully	no organism accounts for any base	1701	GIAB HG002 GM24385_1
42f0dd77-ddaf-43c0-8ec0-837c69738f1d	human_high_identity	masked_fully	no organism accounts for any base	2676	GIAB HG002 GM24385_1
67c3855d-e512-469c-8f53-54de0c588989	human_high_identity	masked_fully	no organism accounts for any base	1534	GIAB HG002 GM24385_1
56ff4cf3-2ae8-4405-87b6-081f43d9e50f	human_high_identity	masked_fully	no organism accounts for any base	6489	GIAB HG002 GM24385_1
899035f7-fd83-41bd-a033-591ed4a19023	human_high_identity	masked_fully	no organism accounts for any base	1325	GIAB HG002 GM24385_1
2a5ffa58-f700-45d8-98a6-ec84877c043e	human_high_identity	masked_fully	no organism accounts for any base	2368	GIAB HG002 GM24385_1
0b73bf44-90d6-413f-b90b-61419095c503	human_high_identity	masked_fully	no organism accounts for any base	707	GIAB HG002 GM24385_1
985bc685-cdf3-464d-9a14-bafe3e87e8f6	human_high_identity	masked_fully	no organism accounts for any base	8461	GIAB HG002 GM24385_1
3794b1c4-9cf6-489c-9ca1-4e08a4094646	human_high_identity	masked_fully	no organism accounts for any base	2763	GIAB HG002 GM24385_1
a8e0d0a1-dcfa-45ca-82f4-d3ff2428ae05	human_high_identity	masked_fully	no organism accounts for any base	2036	GIAB HG002 GM24385_1
8ce029b5-b6f9-4b3e-b4a5-6fa547f47550	human_high_identity	masked_fully	no organism accounts for any base	3301	GIAB HG002 GM24385_1
fa264e61-8151-4a10-a93f-fbac82764a45	human_high_identity	masked_fully	no organism accounts for any base	5274	GIAB HG002 GM24385_1
4b500069-0ac7-4403-9cef-f7a522e3a6e2	human_high_identity	masked_fully	no organism accounts for any base	4194	GIAB HG002 GM24385_1
91d937a7-eff1-4dd0-a830-c340a043f5bb	human_high_identity	masked_fully	no organism accounts for any base	461	GIAB HG002 GM24385_1
7aaa6c66-8de1-438c-9099-c9116f00d972	human_high_identity	masked_fully	no organism accounts for any base	580	GIAB HG002 GM24385_1
ad87186a-16aa-4b7a-b4b8-971dd1e40129	human_high_identity	masked_fully	no organism accounts for any base	7488	GIAB HG002 GM24385_1
81508367-c51f-4e7e-ad33-077163a38de3	human_high_identity	masked_fully	no organism accounts for any base	5896	GIAB HG002 GM24385_1
05ad5962-ef10-490b-a9e8-474a5e5e522c	human_high_identity	masked_fully	no organism accounts for any base	2891	GIAB HG002 GM24385_1
298cb186-d557-4c19-a4dc-58fc80e5cd81	human_high_identity	masked_fully	no organism accounts for any base	407	GIAB HG002 GM24385_1
9476dbab-4231-47f3-919a-0f560d8a18bc	human_high_identity	masked_fully	no organism accounts for any base	1976	GIAB HG002 GM24385_1
85f4b963-b563-48f7-ac0b-c25eefb0d2ac	human_high_identity	masked_fully	no organism accounts for any base	598	GIAB HG002 GM24385_1
baf6c138-4fc8-4493-8229-a0a4856ff6e0	human_high_identity	masked_fully	no organism accounts for any base	10286	GIAB HG002 GM24385_1
3e629a6e-23ed-4f1e-a785-0a51a8c962d9	human_high_identity	masked_fully	no organism accounts for any base	4044	GIAB HG002 GM24385_1
2d987d7d-93ae-47cc-bcae-b57e27f351af	human_high_identity	masked_fully	no organism accounts for any base	3404	GIAB HG002 GM24385_1
4fe30f43-b622-46a6-a120-995f46914821	human_high_identity	masked_fully	no organism accounts for any base	8599	GIAB HG002 GM24385_1
0e7bd800-44d8-413c-82e1-211f409a885f	human_high_identity	masked_fully	no organism accounts for any base	2353	GIAB HG002 GM24385_1
e3dff0df-4138-4a99-982f-609f9c3da6c3	human_high_identity	masked_fully	no organism accounts for any base	6418	GIAB HG002 GM24385_1
c7609c39-e019-43ce-a77d-46a82a008c32	human_high_identity	masked_fully	no organism accounts for any base	4337	GIAB HG002 GM24385_1
bd8f76e2-b8d3-4ba6-9469-ddc696c3123b	human_high_identity	masked_fully	no organism accounts for any base	1875	GIAB HG002 GM24385_1
296c8eee-236e-40b8-824e-6ac8ebff5213	human_high_identity	masked_fully	no organism accounts for any base	1221	GIAB HG002 GM24385_1
d8f4025a-e97f-4158-9deb-7b9bc657aee0	human_high_identity	masked_fully	no organism accounts for any base	2037	GIAB HG002 GM24385_1
6463499d-333a-4980-90ad-5f10d99e65d0	human_high_identity	masked_fully	no organism accounts for any base	677	GIAB HG002 GM24385_1
25d23058-4531-40d8-a92b-06c5a80fdb4d	human_high_identity	masked_fully	no organism accounts for any base	373	GIAB HG002 GM24385_1
b79acf51-4f79-4a29-a278-b3ec2d40c48b	human_high_identity	masked_fully	no organism accounts for any base	848	GIAB HG002 GM24385_1
7194911b-c055-4d5a-be74-0e5f094a7a8e	human_high_identity	masked_fully	no organism accounts for any base	5867	GIAB HG002 GM24385_1
61de3cb8-9570-4f60-941b-48a6967e7e07	human_high_identity	masked_fully	no organism accounts for any base	4060	GIAB HG002 GM24385_1
b111ac09-3deb-4b2e-bfe5-0e46f1f7a21e	human_high_identity	masked_fully	no organism accounts for any base	638	GIAB HG002 GM24385_1
aaae3593-5ec6-4346-acaf-dcf3e2477e6a	human_high_identity	masked_fully	no organism accounts for any base	1174	GIAB HG002 GM24385_1
ba398120-a8f2-4854-84e5-d0adcec23871	human_high_identity	masked_fully	no organism accounts for any base	1130	GIAB HG002 GM24385_1
cee11f60-cdc8-4afa-be36-f5495cbca7c9	human_high_identity	masked_fully	no organism accounts for any base	787	GIAB HG002 GM24385_1
c6a8accb-2ee0-4cf5-83a9-ccead05b12fe	human_high_identity	masked_fully	no organism accounts for any base	480	GIAB HG002 GM24385_1
72b250e7-2a10-44be-a1a0-4d94a48a81ae	human_high_identity	masked_fully	no organism accounts for any base	1749	GIAB HG002 GM24385_1
fd08791c-f1bd-46b6-a94f-4bbabe170699	human_high_identity	masked_fully	no organism accounts for any base	791	GIAB HG002 GM24385_1
50b9f441-1d41-48db-8c9b-7fbf0fa53277	human_high_identity	masked_fully	no organism accounts for any base	4388	GIAB HG002 GM24385_1
e77ce83c-88ab-4382-af1f-e0500e536685	human_high_identity	masked_fully	no organism accounts for any base	1864	GIAB HG002 GM24385_1
f4eae208-c70f-41d2-9749-5391587a2dc3	human_high_identity	masked_fully	no organism accounts for any base	1766	GIAB HG002 GM24385_1
41f73784-c7c7-45f3-af5b-6b4e13d7cfa5	human_high_identity	masked_fully	no organism accounts for any base	971	GIAB HG002 GM24385_1
fe8fb8d9-5dac-4f1c-a2da-914b77b651d5	human_high_identity	masked_fully	no organism accounts for any base	11379	GIAB HG002 GM24385_1
96011bbe-e9ca-4832-84ab-e402898bdf11	human_high_identity	masked_fully	no organism accounts for any base	2130	GIAB HG002 GM24385_1
de706b5a-fd08-4088-ad3e-06c4440a751f	human_high_identity	masked_fully	no organism accounts for any base	5219	GIAB HG002 GM24385_1
238eba5d-54d0-480c-8990-e70f9a3314c4	human_high_identity	masked_fully	no organism accounts for any base	300	GIAB HG002 GM24385_1
0e3b7fd2-24e0-4958-9338-895941471862	human_high_identity	masked_fully	no organism accounts for any base	2441	GIAB HG002 GM24385_1
bf553a3c-5ccb-44e4-87cb-4a3aa7cd4d1e	human_high_identity	masked_fully	no organism accounts for any base	534	GIAB HG002 GM24385_1
c80cc166-b8c1-490f-a46f-4bb62a07501a	human_high_identity	masked_fully	no organism accounts for any base	7299	GIAB HG002 GM24385_1
f6efea26-b1a8-4c07-8a83-4d5a9f56e861	human_high_identity	masked_fully	no organism accounts for any base	525	GIAB HG002 GM24385_1
16271d09-2506-4413-a4c0-d4eede7e6b77	human_high_identity	masked_fully	no organism accounts for any base	5353	GIAB HG002 GM24385_1
f0188b9b-cd3d-44e4-853c-d58b4a37e11b	human_high_identity	masked_fully	no organism accounts for any base	628	GIAB HG002 GM24385_1
ac34d1c0-f070-4eed-8562-457c694b48d0	human_high_identity	masked_fully	no organism accounts for any base	8569	GIAB HG002 GM24385_1
c9f9d642-20bf-4add-ae8a-7232d86fc8f3	human_high_identity	masked_fully	no organism accounts for any base	9725	GIAB HG002 GM24385_1
f82f4781-a562-4b38-9ba1-189a5a2faebc	human_high_identity	masked_fully	no organism accounts for any base	1162	GIAB HG002 GM24385_1
9c0d18ae-0989-4977-bb63-bc8787f9ce16	human_high_identity	masked_fully	no organism accounts for any base	5502	GIAB HG002 GM24385_1
a1cae5e6-d475-417c-ac6d-cd2b468bc188	human_high_identity	masked_fully	no organism accounts for any base	9107	GIAB HG002 GM24385_1
56f4bd78-7429-4dc1-bcf0-cce72eecbe9a	human_high_identity	masked_fully	no organism accounts for any base	395	GIAB HG002 GM24385_1
98bb419b-ad4b-4901-828a-3f8ce3c3e960	human_high_identity	masked_fully	no organism accounts for any base	1381	GIAB HG002 GM24385_1
16ec2363-e3cd-4c6a-b27c-87b523fd8419	human_high_identity	masked_fully	no organism accounts for any base	1565	GIAB HG002 GM24385_1
84802e5f-92bc-4165-8c95-07307d524145	human_high_identity	masked_fully	no organism accounts for any base	483	GIAB HG002 GM24385_1
9ac6f567-f1ba-4126-9a90-0a202e737761	human_high_identity	masked_fully	no organism accounts for any base	1676	GIAB HG002 GM24385_1
19c61a9b-1047-42c0-9c30-6f8fa7988bc7	human_high_identity	masked_fully	no organism accounts for any base	10168	GIAB HG002 GM24385_1
590c08a4-fa92-4261-ad0d-06c2c7369bc9	human_high_identity	masked_fully	no organism accounts for any base	3585	GIAB HG002 GM24385_1
b4ada656-6f71-410b-91ed-bab76817ba10	human_high_identity	masked_fully	no organism accounts for any base	995	GIAB HG002 GM24385_1
757da24b-9b66-4839-abe1-f6bc50fead67	human_high_identity	masked_fully	no organism accounts for any base	4771	GIAB HG002 GM24385_1
a70d6f5b-6135-4be1-816c-d5535f338706	human_high_identity	masked_fully	no organism accounts for any base	2745	GIAB HG002 GM24385_1
c2fdf590-e613-4d3a-8379-2901ac098af6	human_high_identity	masked_fully	no organism accounts for any base	5093	GIAB HG002 GM24385_1
f9f68a21-097a-4ee1-bc60-ae5caa57d66d	human_high_identity	masked_fully	no organism accounts for any base	11166	GIAB HG002 GM24385_1
9d1d5ce3-0438-4b1d-bec9-ebcc5980178b	human_high_identity	masked_fully	no organism accounts for any base	1038	GIAB HG002 GM24385_1
555e36a6-4a99-434e-9808-7842a99d38e4	human_high_identity	masked_fully	no organism accounts for any base	2617	GIAB HG002 GM24385_1
d7cc1e54-d2e9-49c8-8407-3bc77e99f560	human_high_identity	masked_fully	no organism accounts for any base	4013	GIAB HG002 GM24385_1
ab7bf559-4ea0-4d74-9a64-eed37cf29123	human_high_identity	masked_fully	no organism accounts for any base	3764	GIAB HG002 GM24385_1
2f3a20c1-8dc8-4da2-85d9-0be79fee7f6a	human_high_identity	masked_fully	no organism accounts for any base	2364	GIAB HG002 GM24385_1
feb610f4-845a-48ce-81b7-188f98f10649	human_high_identity	masked_fully	no organism accounts for any base	1519	GIAB HG002 GM24385_1
8930c7af-30b4-46e5-8b99-3d0593af521e	human_high_identity	masked_fully	no organism accounts for any base	2871	GIAB HG002 GM24385_1
914a5eda-f6e3-48ff-a791-566b52a63afa	human_high_identity	masked_fully	no organism accounts for any base	7519	GIAB HG002 GM24385_1
994b7faf-5a5c-4e91-a165-085b2d88f9ad	human_high_identity	masked_fully	no organism accounts for any base	1867	GIAB HG002 GM24385_1
280ff59f-6e2f-4ad3-8f30-f6fb550ee2e2	human_high_identity	masked_fully	no organism accounts for any base	1010	GIAB HG002 GM24385_1
bf7a2579-8aa0-4d92-b99f-19bef86b3a90	human_high_identity	masked_fully	no organism accounts for any base	7730	GIAB HG002 GM24385_1
17b98f0a-bc7a-477c-898f-88ddd6c9bd69	human_high_identity	masked_fully	no organism accounts for any base	1674	GIAB HG002 GM24385_1
dc4e98a5-6098-4cf3-849a-cb4cc01c348a	human_high_identity	masked_fully	no organism accounts for any base	1344	GIAB HG002 GM24385_1
df4bb86a-fc15-4a52-9f57-e28710b695c3	human_high_identity	masked_fully	no organism accounts for any base	313	GIAB HG002 GM24385_1
0e892e64-dc74-42bf-a146-61bcbbe4d98f	human_high_identity	masked_fully	no organism accounts for any base	6926	GIAB HG002 GM24385_1
850c6982-3e3a-4095-b8e4-d3dadb62d7f3	human_high_identity	masked_fully	no organism accounts for any base	4778	GIAB HG002 GM24385_1
ca7fde7e-9a8d-4c90-a47f-8b8e15f10aaa	human_high_identity	masked_fully	no organism accounts for any base	4389	GIAB HG002 GM24385_1
3f5fe563-51c1-43cf-983c-3f66a751bb4f	human_high_identity	masked_fully	no organism accounts for any base	1933	GIAB HG002 GM24385_1
f61a9ea5-7ed8-44bb-87bf-a8538d6b4065	human_high_identity	masked_fully	no organism accounts for any base	695	GIAB HG002 GM24385_1
8fadd4bb-82d6-4b35-8f48-3d3770565ade	human_high_identity	masked_fully	no organism accounts for any base	461	GIAB HG002 GM24385_1
d13cc66b-b3c5-4dc5-97e8-13c0e4f75b3c	human_high_identity	masked_fully	no organism accounts for any base	770	GIAB HG002 GM24385_1
58504281-aaf9-4b0a-b7be-d57aee3c7431	human_high_identity	masked_fully	no organism accounts for any base	8542	GIAB HG002 GM24385_1
32bb1304-e22e-4489-b1d6-0c112185ed30	human_high_identity	masked_fully	no organism accounts for any base	1630	GIAB HG002 GM24385_1
56f1997a-cadc-4606-be6e-2dcead5dfcb7	human_high_identity	masked_fully	no organism accounts for any base	8538	GIAB HG002 GM24385_1
cb77dcbd-4b22-4fee-bbc3-ee7e1b7da6db	human_high_identity	masked_fully	no organism accounts for any base	2748	GIAB HG002 GM24385_1
ed5ecb7e-f44c-40e1-be2a-4bf734a067db	human_high_identity	masked_fully	no organism accounts for any base	1183	GIAB HG002 GM24385_1
91646d47-867f-4641-b47c-be22ec0daf6e	human_high_identity	masked_fully	no organism accounts for any base	2737	GIAB HG002 GM24385_1
077b8401-0059-4184-bd66-904726f8f484	human_high_identity	masked_fully	no organism accounts for any base	2500	GIAB HG002 GM24385_1
b08954e1-816b-4027-840c-98277d3b79b5	human_high_identity	masked_fully	no organism accounts for any base	2901	GIAB HG002 GM24385_1
cb6012bb-8543-497b-9f03-fb7a38aae850	human_high_identity	masked_fully	no organism accounts for any base	2944	GIAB HG002 GM24385_1
e98e0dfb-b748-4964-be2f-898afa95dbba	human_high_identity	masked_fully	no organism accounts for any base	5530	GIAB HG002 GM24385_1
b4d45d80-b27e-4024-9c7c-a6d7c0a35df8	human_high_identity	masked_fully	no organism accounts for any base	7099	GIAB HG002 GM24385_1
cfc233f4-a527-409e-9c00-c7e240b5644b	human_high_identity	masked_fully	no organism accounts for any base	2198	GIAB HG002 GM24385_1
a89d4243-bfa2-4196-a6c6-85b2760ec16c	human_high_identity	masked_fully	no organism accounts for any base	2418	GIAB HG002 GM24385_1
41b7f0f7-0356-400b-a8c8-e58cc65a0a26	human_high_identity	masked_fully	no organism accounts for any base	1310	GIAB HG002 GM24385_1
d5d1916d-2ab5-4a34-b7cd-d7919b7920d9	human_high_identity	masked_fully	no organism accounts for any base	9321	GIAB HG002 GM24385_1
681796c8-a1f1-4efb-9786-cec033557afa	human_high_identity	masked_fully	no organism accounts for any base	2834	GIAB HG002 GM24385_1
c187dc60-18cb-4777-8ce6-6507e60971bf	human_high_identity	masked_fully	no organism accounts for any base	2767	GIAB HG002 GM24385_1
e7227b26-c433-44c0-926f-ee6057037d93	human_high_identity	masked_fully	no organism accounts for any base	1227	GIAB HG002 GM24385_1
837f047f-d483-48f7-8741-98db9ba5534d	human_high_identity	masked_fully	no organism accounts for any base	1712	GIAB HG002 GM24385_1
b2298848-6b88-4990-b47e-4d077fa11731	human_high_identity	masked_fully	no organism accounts for any base	692	GIAB HG002 GM24385_1
92e422db-7a32-4150-8f4e-0db65c489c33	human_high_identity	masked_fully	no organism accounts for any base	5382	GIAB HG002 GM24385_1
c1ac7870-c680-4a3c-a07e-1ae9de8e37c8	human_high_identity	masked_fully	no organism accounts for any base	1142	GIAB HG002 GM24385_1
55c86212-d6a5-4e37-a247-7f006823e79b	human_high_identity	masked_fully	no organism accounts for any base	5775	GIAB HG002 GM24385_1
2cd9976b-4777-4c0a-b78e-7cb8c866506b	human_high_identity	masked_fully	no organism accounts for any base	2131	GIAB HG002 GM24385_1
988b75a3-6682-4a95-b950-feece206525b	human_high_identity	masked_fully	no organism accounts for any base	2522	GIAB HG002 GM24385_1
eda702cf-6498-40e5-92fd-df1589df164f	human_high_identity	masked_fully	no organism accounts for any base	6412	GIAB HG002 GM24385_1
7a63d387-abbd-4f43-ba1b-36ace9db002d	human_high_identity	masked_fully	no organism accounts for any base	6344	GIAB HG002 GM24385_1
da351193-5a39-4798-ba32-6485c3f1ba32	human_high_identity	masked_fully	no organism accounts for any base	2438	GIAB HG002 GM24385_1
f8a8e3d3-7ba4-40e7-adbc-2ee266096ab3	human_high_identity	masked_fully	no organism accounts for any base	718	GIAB HG002 GM24385_1
b8e577a1-c522-4d4c-8007-22ca30bfbd8d	human_high_identity	masked_fully	no organism accounts for any base	1986	GIAB HG002 GM24385_1
03433234-abf7-40a9-8d97-fe07aa556ac3	human_high_identity	masked_fully	no organism accounts for any base	1950	GIAB HG002 GM24385_1
74dc0876-51d9-46df-ab6e-4888a79c52f0	human_high_identity	masked_fully	no organism accounts for any base	3080	GIAB HG002 GM24385_1
6f6eae69-6332-4f6a-b1d1-5ffd24a7441a	human_high_identity	masked_fully	no organism accounts for any base	912	GIAB HG002 GM24385_1
8246fdda-ba12-450a-934d-706a52a6fd62	human_high_identity	masked_fully	no organism accounts for any base	2200	GIAB HG002 GM24385_1
d7d2b626-827e-4bd5-9fe5-9e7ada48eb31	human_high_identity	masked_fully	no organism accounts for any base	1123	GIAB HG002 GM24385_1
65af6abb-8f11-47e0-99a9-f651b02439d6	human_high_identity	masked_fully	no organism accounts for any base	10668	GIAB HG002 GM24385_1
51997ca9-c939-4ab0-b35f-1a88bad3fe06	human_high_identity	masked_fully	no organism accounts for any base	9135	GIAB HG002 GM24385_1
97c365cf-583c-419a-a07b-48900e8f86a2	human_high_identity	masked_fully	no organism accounts for any base	8082	GIAB HG002 GM24385_1
b4c4cf19-9304-47bb-9b22-9f0f43cf7afb	human_high_identity	masked_fully	no organism accounts for any base	2383	GIAB HG002 GM24385_1
61840cd4-8cf8-4771-8565-fbc1b102e092	human_high_identity	masked_fully	no organism accounts for any base	1510	GIAB HG002 GM24385_1
1b821c65-1927-45dc-b8ee-781ee411eff5	human_high_identity	masked_fully	no organism accounts for any base	589	GIAB HG002 GM24385_1
f4d69e18-65e9-4be0-8fce-c43d86ae622e	human_high_identity	masked_fully	no organism accounts for any base	4432	GIAB HG002 GM24385_1
3981cd1e-8363-409c-9cbc-c493858cb21a	human_high_identity	masked_fully	no organism accounts for any base	3634	GIAB HG002 GM24385_1
6368dca6-7d63-4ffc-a7c0-375f611c3d36	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4180	GIAB HG002 GM24385_1
445ebb52-a990-4b9a-9ab2-042c867b6d74	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1968	GIAB HG002 GM24385_1
34478019-943b-4ff2-a494-0d711f9c5ace	human_divergent	masked_fully	divergent from CHM13 but still unattributed	11366	GIAB HG002 GM24385_1
2a72f1e4-49ed-4578-b539-0fb8393a5b9d	human_divergent	masked_fully	divergent from CHM13 but still unattributed	7529	GIAB HG002 GM24385_1
62eb2fe6-2da0-4e3a-864f-ea4f4f57907d	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3993	GIAB HG002 GM24385_1
862204eb-bced-4a7d-b74e-aa1521953b65	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4234	GIAB HG002 GM24385_1
d779edb3-9df8-476a-a27b-faeca91640fa	human_divergent	masked_fully	divergent from CHM13 but still unattributed	8601	GIAB HG002 GM24385_1
06e0e3d8-8bc8-4014-b267-3dc83ee4de8a	human_divergent	masked_fully	divergent from CHM13 but still unattributed	2308	GIAB HG002 GM24385_1
22905704-01d1-4866-8154-17124d70d020	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1444	GIAB HG002 GM24385_1
2e3d3136-d54c-4516-a1af-c7cf5730b187	human_divergent	masked_fully	divergent from CHM13 but still unattributed	10464	GIAB HG002 GM24385_1
547be0a1-87a0-44be-90b0-6d858b1d14ac	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6313	GIAB HG002 GM24385_1
f1573288-7279-4c76-987c-643bdc25d7be	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3199	GIAB HG002 GM24385_1
a125aac0-7573-46a6-9499-08933fc64e96	human_divergent	masked_fully	divergent from CHM13 but still unattributed	865	GIAB HG002 GM24385_1
5aaa9d1c-7b0c-4309-a210-faac044cb28e	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3310	GIAB HG002 GM24385_1
8e49af9c-7f52-4c96-840c-4aae84619d24	human_divergent	masked_fully	divergent from CHM13 but still unattributed	5101	GIAB HG002 GM24385_1
f5432ba1-270a-4f69-b007-4b84f04d59fc	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1871	GIAB HG002 GM24385_1
68c5ccd6-bb0d-414e-9b6b-4ae16f817305	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4515	GIAB HG002 GM24385_1
9b6ca79f-c987-49fb-b57c-cdfcf4e2ad12	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3969	GIAB HG002 GM24385_1
d83ee239-0ffc-45f1-99b8-7ed7fe534a6d	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1287	GIAB HG002 GM24385_1
70d175b5-b7e0-44ef-aed7-e689d881934c	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6658	GIAB HG002 GM24385_1
306d3238-efcb-46ae-8e82-d611bf438da7	human_divergent	masked_fully	divergent from CHM13 but still unattributed	832	GIAB HG002 GM24385_1
b4842a2b-9242-45f4-831a-5d8fdb4ba68f	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3131	GIAB HG002 GM24385_1
24a936c7-0c1d-4a28-8879-9f2f88f1b9a9	human_divergent	masked_fully	divergent from CHM13 but still unattributed	659	GIAB HG002 GM24385_1
a5134b4a-f0f9-4985-953e-e26db240b971	human_divergent	masked_fully	divergent from CHM13 but still unattributed	403	GIAB HG002 GM24385_1
bf652212-0bc0-47ea-91b1-b5874ae88a5a	human_divergent	masked_fully	divergent from CHM13 but still unattributed	5523	GIAB HG002 GM24385_1
5ef161af-eeec-43cb-9d64-76e40efe53eb	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6369	GIAB HG002 GM24385_1
bc77d21c-d789-4bd0-b788-2c1f7fc66d4e	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3979	GIAB HG002 GM24385_1
1937ecb3-b881-4a24-b034-f46349b356dd	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1916	GIAB HG002 GM24385_1
5f6c2835-398b-49c8-8a74-e2e2c926eef8	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6919	GIAB HG002 GM24385_1
044c9ff0-3036-4f18-8c81-5b77d07aed26	human_divergent	masked_fully	divergent from CHM13 but still unattributed	2298	GIAB HG002 GM24385_1
6d23fc62-e121-4e57-af82-09c486120bf5	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1475	GIAB HG002 GM24385_1
6d7429bc-2649-43c8-b362-7e2f170167e9	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1524	GIAB HG002 GM24385_1
857316ab-9be5-411e-a97c-715d75489931	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3453	GIAB HG002 GM24385_1
67331f4e-abe2-4a09-acb3-26163792aa8e	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4343	GIAB HG002 GM24385_1
3ccc5dbc-efcf-4def-93cb-e71efa16d023	human_divergent	masked_fully	divergent from CHM13 but still unattributed	2693	GIAB HG002 GM24385_1
76db31e2-49e6-4597-9313-0dbea9efd412	human_divergent	masked_fully	divergent from CHM13 but still unattributed	7178	GIAB HG002 GM24385_1
5304b9bc-8cff-4c19-ac72-365a54bc9d9d	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4690	GIAB HG002 GM24385_1
478e98ba-5f31-4ca2-b9d7-994908f3419d	human_divergent	masked_fully	divergent from CHM13 but still unattributed	5353	GIAB HG002 GM24385_1
4dac9b72-c6aa-4184-87b8-51c50db44692	human_divergent	masked_fully	divergent from CHM13 but still unattributed	9641	GIAB HG002 GM24385_1
420e6ee7-f80f-4a27-87eb-c91296259bc9	human_divergent	masked_fully	divergent from CHM13 but still unattributed	576	GIAB HG002 GM24385_1
2258f780-40a9-40c4-8e45-51a8c1d568ca	human_divergent	masked_fully	divergent from CHM13 but still unattributed	2574	GIAB HG002 GM24385_1
a70d6098-6a4d-4e9b-aa0c-f04d904ccda3	human_divergent	masked_fully	divergent from CHM13 but still unattributed	3174	GIAB HG002 GM24385_1
a064164c-9ec9-4c3a-b583-d6b8ba88a570	human_divergent	masked_fully	divergent from CHM13 but still unattributed	502	GIAB HG002 GM24385_1
784290b2-48b1-481b-bba6-aa29859c25d3	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1782	GIAB HG002 GM24385_1
6a665772-101f-4cba-85ab-1e9faac86f82	human_divergent	masked_fully	divergent from CHM13 but still unattributed	2067	GIAB HG002 GM24385_1
202b659a-1079-4f83-8cb9-5921d3df92d0	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6074	GIAB HG002 GM24385_1
66ad4879-65ae-493e-a0e7-51d731b21900	human_divergent	masked_fully	divergent from CHM13 but still unattributed	7624	GIAB HG002 GM24385_1
e075813c-852a-4867-ac94-df66a6617120	human_divergent	masked_fully	divergent from CHM13 but still unattributed	4456	GIAB HG002 GM24385_1
23c9335d-0e43-4285-80a3-e96b6c8e26c0	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1200	GIAB HG002 GM24385_1
74ed0c8d-e584-4487-9008-fc22be7565fc	human_divergent	masked_fully	divergent from CHM13 but still unattributed	6275	GIAB HG002 GM24385_1
686b0ca8-f692-4640-96b7-4625d3968686	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1767	GIAB HG002 GM24385_1
d3450c88-dfca-42df-a5cc-02ede85ecfce	human_divergent	masked_fully	divergent from CHM13 but still unattributed	1502	GIAB HG002 GM24385_1
